"Utility.ID","Utility.Name","Month","Rate"
440,"Belmont Municipal Water And Electric Utility",11,0.0883
440,"Belmont Municipal Water And Electric Utility",12,0.0883
440,"Belmont Municipal Water And Electric Utility",1,0.0883
440,"Belmont Municipal Water And Electric Utility",2,0.0883
460,"Benton Municipal Electric And Water Utility",3,0.1064
460,"Benton Municipal Electric And Water Utility",4,0.1064
460,"Benton Municipal Electric And Water Utility",5,0.1064
460,"Benton Municipal Electric And Water Utility",6,0.1064
460,"Benton Municipal Electric And Water Utility",7,0.1064
460,"Benton Municipal Electric And Water Utility",8,0.1064
460,"Benton Municipal Electric And Water Utility",9,0.1064
460,"Benton Municipal Electric And Water Utility",10,0.1064
460,"Benton Municipal Electric And Water Utility",11,0.1064
460,"Benton Municipal Electric And Water Utility",12,0.1064
460,"Benton Municipal Electric And Water Utility",1,0.1064
460,"Benton Municipal Electric And Water Utility",2,0.1064
530,"Black Earth Electric Utility",3,0.1106
530,"Black Earth Electric Utility",4,0.1106
530,"Black Earth Electric Utility",5,0.1106
530,"Black Earth Electric Utility",6,0.1106
530,"Black Earth Electric Utility",7,0.1106
530,"Black Earth Electric Utility",8,0.1106
530,"Black Earth Electric Utility",9,0.1106
530,"Black Earth Electric Utility",10,0.1106
530,"Black Earth Electric Utility",11,0.1106
530,"Black Earth Electric Utility",12,0.1106
530,"Black Earth Electric Utility",1,0.1106
530,"Black Earth Electric Utility",2,0.1106
550,"Black River Falls Municipal Electric and Water",3,0.1179
550,"Black River Falls Municipal Electric and Water",4,0.1179
550,"Black River Falls Municipal Electric and Water",5,0.1179
550,"Black River Falls Municipal Electric and Water",6,0.1179
550,"Black River Falls Municipal Electric and Water",7,0.1179
550,"Black River Falls Municipal Electric and Water",8,0.1179
550,"Black River Falls Municipal Electric and Water",9,0.1179
550,"Black River Falls Municipal Electric and Water",10,0.1179
550,"Black River Falls Municipal Electric and Water",11,0.1179
550,"Black River Falls Municipal Electric and Water",12,0.1179
550,"Black River Falls Municipal Electric and Water",1,0.1179
550,"Black River Falls Municipal Electric and Water",2,0.1179
580,"City of Bloomer Electric Utility",4,0.08
580,"City of Bloomer Electric Utility",5,0.08
580,"City of Bloomer Electric Utility",6,0.08
580,"City of Bloomer Electric Utility",7,0.08
580,"City of Bloomer Electric Utility",8,0.08
580,"City of Bloomer Electric Utility",9,0.08
580,"City of Bloomer Electric Utility",10,0.08
580,"City of Bloomer Electric Utility",11,0.08
580,"City of Bloomer Electric Utility",12,0.08
580,"City of Bloomer Electric Utility",1,0.08
580,"City of Bloomer Electric Utility",2,0.08
580,"City of Bloomer Electric Utility",3,0.08
650,"Boscobel Municipal Utilities",4,0.0885
650,"Boscobel Municipal Utilities",5,0.0885
650,"Boscobel Municipal Utilities",6,0.0885
650,"Boscobel Municipal Utilities",7,0.0885
650,"Boscobel Municipal Utilities",8,0.0885
650,"Boscobel Municipal Utilities",9,0.0885
650,"Boscobel Municipal Utilities",10,0.0885
650,"Boscobel Municipal Utilities",11,0.0885
650,"Boscobel Municipal Utilities",12,0.0885
650,"Boscobel Municipal Utilities",1,0.0885
650,"Boscobel Municipal Utilities",2,0.0885
650,"Boscobel Municipal Utilities",3,0.0885
740,"Brodhead Water And Light Commission",4,0.1143
740,"Brodhead Water And Light Commission",5,0.1143
740,"Brodhead Water And Light Commission",6,0.1143
740,"Brodhead Water And Light Commission",7,0.1143
740,"Brodhead Water And Light Commission",8,0.1143
740,"Brodhead Water And Light Commission",9,0.1143
740,"Brodhead Water And Light Commission",10,0.1143
740,"Brodhead Water And Light Commission",11,0.1143
740,"Brodhead Water And Light Commission",12,0.1143
740,"Brodhead Water And Light Commission",1,0.1143
740,"Brodhead Water And Light Commission",2,0.1143
740,"Brodhead Water And Light Commission",3,0.1143
890,"Cadott Light And Water Municipal Utility",3,0.096
890,"Cadott Light And Water Municipal Utility",4,0.096
890,"Cadott Light And Water Municipal Utility",5,0.096
890,"Cadott Light And Water Municipal Utility",6,0.096
890,"Cadott Light And Water Municipal Utility",7,0.096
890,"Cadott Light And Water Municipal Utility",8,0.096
890,"Cadott Light And Water Municipal Utility",9,0.096
890,"Cadott Light And Water Municipal Utility",10,0.096
890,"Cadott Light And Water Municipal Utility",11,0.096
890,"Cadott Light And Water Municipal Utility",12,0.096
890,"Cadott Light And Water Municipal Utility",1,0.096
890,"Cadott Light And Water Municipal Utility",2,0.096
970,"Cashton Municipal Electric And Water Utility",3,0.0946
970,"Cashton Municipal Electric And Water Utility",4,0.0946
970,"Cashton Municipal Electric And Water Utility",5,0.0946
970,"Cashton Municipal Electric And Water Utility",6,0.0946
970,"Cashton Municipal Electric And Water Utility",7,0.0946
970,"Cashton Municipal Electric And Water Utility",8,0.0946
970,"Cashton Municipal Electric And Water Utility",9,0.0946
970,"Cashton Municipal Electric And Water Utility",10,0.0946
970,"Cashton Municipal Electric And Water Utility",11,0.0946
970,"Cashton Municipal Electric And Water Utility",12,0.0946
970,"Cashton Municipal Electric And Water Utility",1,0.0946
970,"Cashton Municipal Electric And Water Utility",2,0.0946
1000,"Cedarburg Light And Water Commission",3,0.1131
1000,"Cedarburg Light And Water Commission",4,0.1131
1000,"Cedarburg Light And Water Commission",5,0.1131
1000,"Cedarburg Light And Water Commission",6,0.1131
1000,"Cedarburg Light And Water Commission",7,0.1131
1000,"Cedarburg Light And Water Commission",8,0.1131
1000,"Cedarburg Light And Water Commission",9,0.1131
1000,"Cedarburg Light And Water Commission",10,0.1131
1000,"Cedarburg Light And Water Commission",11,0.1131
1000,"Cedarburg Light And Water Commission",12,0.1131
1000,"Cedarburg Light And Water Commission",1,0.1131
1000,"Cedarburg Light And Water Commission",2,0.1131
1200,"Clintonville Water and Electric Utility",3,0.1034
1200,"Clintonville Water and Electric Utility",4,0.1034
1200,"Clintonville Water and Electric Utility",5,0.1034
1200,"Clintonville Water and Electric Utility",6,0.1034
1200,"Clintonville Water and Electric Utility",7,0.1034
1200,"Clintonville Water and Electric Utility",8,0.1034
1200,"Clintonville Water and Electric Utility",9,0.1034
1200,"Clintonville Water and Electric Utility",10,0.1034
1200,"Clintonville Water and Electric Utility",11,0.1034
1200,"Clintonville Water and Electric Utility",12,0.1034
1200,"Clintonville Water and Electric Utility",1,0.1034
1200,"Clintonville Water and Electric Utility",2,0.1034
1300,"Columbus Water And Light Department",3,0.1141
1300,"Columbus Water And Light Department",4,0.1141
1300,"Columbus Water And Light Department",5,0.1141
1300,"Columbus Water And Light Department",6,0.1141
1300,"Columbus Water And Light Department",7,0.1141
1300,"Columbus Water And Light Department",8,0.1141
1300,"Columbus Water And Light Department",9,0.1141
1300,"Columbus Water And Light Department",10,0.1141
1300,"Columbus Water And Light Department",11,0.1141
1300,"Columbus Water And Light Department",12,0.1141
1300,"Columbus Water And Light Department",1,0.1141
1300,"Columbus Water And Light Department",2,0.1141
1330,"Consolidated Water Power Company",4,0.087
1330,"Consolidated Water Power Company",5,0.087
1330,"Consolidated Water Power Company",6,0.087
1330,"Consolidated Water Power Company",7,0.087
1330,"Consolidated Water Power Company",8,0.087
1330,"Consolidated Water Power Company",9,0.087
1330,"Consolidated Water Power Company",10,0.087
1330,"Consolidated Water Power Company",11,0.087
1330,"Consolidated Water Power Company",12,0.087
1330,"Consolidated Water Power Company",1,0.087
1330,"Consolidated Water Power Company",2,0.087
1330,"Consolidated Water Power Company",3,0.087
1370,"Cornell Municipal Water And Electric Utility",4,0.0926
1370,"Cornell Municipal Water And Electric Utility",5,0.0926
1370,"Cornell Municipal Water And Electric Utility",6,0.0926
1370,"Cornell Municipal Water And Electric Utility",7,0.0926
1370,"Cornell Municipal Water And Electric Utility",8,0.0926
1370,"Cornell Municipal Water And Electric Utility",9,0.0926
1370,"Cornell Municipal Water And Electric Utility",10,0.0926
1370,"Cornell Municipal Water And Electric Utility",11,0.0926
1370,"Cornell Municipal Water And Electric Utility",12,0.0926
1370,"Cornell Municipal Water And Electric Utility",1,0.0926
1370,"Cornell Municipal Water And Electric Utility",2,0.0926
1370,"Cornell Municipal Water And Electric Utility",3,0.0926
1470,"Cuba City Electric and Water Utility",4,0.0984
1470,"Cuba City Electric and Water Utility",5,0.0984
1470,"Cuba City Electric and Water Utility",6,0.0984
1470,"Cuba City Electric and Water Utility",7,0.0984
1470,"Cuba City Electric and Water Utility",8,0.0984
1470,"Cuba City Electric and Water Utility",9,0.0984
1470,"Cuba City Electric and Water Utility",10,0.0984
1470,"Cuba City Electric and Water Utility",11,0.0984
1470,"Cuba City Electric and Water Utility",12,0.0984
1470,"Cuba City Electric and Water Utility",1,0.0984
1470,"Cuba City Electric and Water Utility",2,0.0984
1470,"Cuba City Electric and Water Utility",3,0.0984
1490,"Cumberland Municipal Utility",3,0.1175
1490,"Cumberland Municipal Utility",4,0.1175
1490,"Cumberland Municipal Utility",5,0.1175
1490,"Cumberland Municipal Utility",6,0.1175
1490,"Cumberland Municipal Utility",7,0.1175
1490,"Cumberland Municipal Utility",8,0.1175
1490,"Cumberland Municipal Utility",9,0.1175
1490,"Cumberland Municipal Utility",10,0.1175
1490,"Cumberland Municipal Utility",11,0.1175
1490,"Cumberland Municipal Utility",12,0.1175
1490,"Cumberland Municipal Utility",1,0.1175
1490,"Cumberland Municipal Utility",2,0.1175
1510,"Dahlberg Light And Power Company",3,0.1198
1510,"Dahlberg Light And Power Company",4,0.1198
1510,"Dahlberg Light And Power Company",5,0.1198
1510,"Dahlberg Light And Power Company",6,0.1198
1510,"Dahlberg Light And Power Company",7,0.1198
1510,"Dahlberg Light And Power Company",8,0.1198
1510,"Dahlberg Light And Power Company",9,0.1198
1510,"Dahlberg Light And Power Company",10,0.1198
1510,"Dahlberg Light And Power Company",11,0.1198
1510,"Dahlberg Light And Power Company",12,0.1198
1510,"Dahlberg Light And Power Company",1,0.1198
1510,"Dahlberg Light And Power Company",2,0.1198
1710,"Eagle River Light And Water Commission",4,0.0995
1710,"Eagle River Light And Water Commission",5,0.0995
1710,"Eagle River Light And Water Commission",6,0.0995
1710,"Eagle River Light And Water Commission",7,0.0995
1710,"Eagle River Light And Water Commission",8,0.0995
1710,"Eagle River Light And Water Commission",9,0.0995
1710,"Eagle River Light And Water Commission",10,0.0995
1710,"Eagle River Light And Water Commission",11,0.0995
1710,"Eagle River Light And Water Commission",12,0.0995
1710,"Eagle River Light And Water Commission",1,0.0995
1710,"Eagle River Light And Water Commission",2,0.0995
1710,"Eagle River Light And Water Commission",3,0.0995
1800,"Elkhorn Light And Water",3,0.1021
1800,"Elkhorn Light And Water",4,0.1021
1800,"Elkhorn Light And Water",5,0.1021
1800,"Elkhorn Light And Water",6,0.1021
1800,"Elkhorn Light And Water",7,0.1021
1800,"Elkhorn Light And Water",8,0.1021
1800,"Elkhorn Light And Water",9,0.1021
1800,"Elkhorn Light And Water",10,0.1021
1800,"Elkhorn Light And Water",11,0.1021
1800,"Elkhorn Light And Water",12,0.1021
1800,"Elkhorn Light And Water",1,0.1021
1800,"Elkhorn Light And Water",2,0.1021
1850,"Elroy Municipal Electric And Water Utility",3,0.0955
1850,"Elroy Municipal Electric And Water Utility",4,0.0955
1850,"Elroy Municipal Electric And Water Utility",5,0.0955
1850,"Elroy Municipal Electric And Water Utility",6,0.0955
1850,"Elroy Municipal Electric And Water Utility",7,0.0955
1850,"Elroy Municipal Electric And Water Utility",8,0.0955
1850,"Elroy Municipal Electric And Water Utility",9,0.0955
1850,"Elroy Municipal Electric And Water Utility",10,0.0955
1850,"Elroy Municipal Electric And Water Utility",11,0.0955
1850,"Elroy Municipal Electric And Water Utility",12,0.0955
1850,"Elroy Municipal Electric And Water Utility",1,0.0955
1850,"Elroy Municipal Electric And Water Utility",2,0.0955
1880,"City of Evansville Water and Light",4,0.1178
1880,"City of Evansville Water and Light",5,0.1178
1880,"City of Evansville Water and Light",6,0.1178
1880,"City of Evansville Water and Light",7,0.1178
1880,"City of Evansville Water and Light",8,0.1178
1880,"City of Evansville Water and Light",9,0.1178
1880,"City of Evansville Water and Light",10,0.1178
1880,"City of Evansville Water and Light",11,0.1178
1880,"City of Evansville Water and Light",12,0.1178
1880,"City of Evansville Water and Light",1,0.1178
1880,"City of Evansville Water and Light",2,0.1178
1880,"City of Evansville Water and Light",3,0.1178
1980,"Fennimore Water And Light Plant",4,0.0816
1980,"Fennimore Water And Light Plant",5,0.0816
1980,"Fennimore Water And Light Plant",6,0.0816
1980,"Fennimore Water And Light Plant",7,0.0816
1980,"Fennimore Water And Light Plant",8,0.0816
1980,"Fennimore Water And Light Plant",9,0.0816
1980,"Fennimore Water And Light Plant",10,0.0816
1980,"Fennimore Water And Light Plant",11,0.0816
1980,"Fennimore Water And Light Plant",12,0.0816
1980,"Fennimore Water And Light Plant",1,0.0816
1980,"Fennimore Water And Light Plant",2,0.0816
1980,"Fennimore Water And Light Plant",3,0.0816
2000,"Florence Utility Commission",3,0.1167
2000,"Florence Utility Commission",4,0.1167
2000,"Florence Utility Commission",5,0.1167
2000,"Florence Utility Commission",6,0.1167
2000,"Florence Utility Commission",7,0.1167
2000,"Florence Utility Commission",8,0.1167
2000,"Florence Utility Commission",9,0.1167
2000,"Florence Utility Commission",10,0.1167
2000,"Florence Utility Commission",11,0.1167
2000,"Florence Utility Commission",12,0.1167
2000,"Florence Utility Commission",1,0.1167
2000,"Florence Utility Commission",2,0.1167
2400,"Gresham Municipal Light And Power Utility",3,0.1215
2400,"Gresham Municipal Light And Power Utility",4,0.1215
2400,"Gresham Municipal Light And Power Utility",5,0.1215
2400,"Gresham Municipal Light And Power Utility",6,0.1215
2400,"Gresham Municipal Light And Power Utility",7,0.1215
2400,"Gresham Municipal Light And Power Utility",8,0.1215
2400,"Gresham Municipal Light And Power Utility",9,0.1215
2400,"Gresham Municipal Light And Power Utility",10,0.1215
2400,"Gresham Municipal Light And Power Utility",11,0.1215
2400,"Gresham Municipal Light And Power Utility",12,0.1215
2400,"Gresham Municipal Light And Power Utility",1,0.1215
2400,"Gresham Municipal Light And Power Utility",2,0.1215
2470,"City of Hartford Utilities",3,0.1016
2470,"City of Hartford Utilities",4,0.1016
2470,"City of Hartford Utilities",5,0.1016
2470,"City of Hartford Utilities",6,0.1016
2470,"City of Hartford Utilities",7,0.1016
2470,"City of Hartford Utilities",8,0.1016
2470,"City of Hartford Utilities",9,0.1016
2470,"City of Hartford Utilities",10,0.1016
2470,"City of Hartford Utilities",11,0.1016
2470,"City of Hartford Utilities",12,0.1016
2470,"City of Hartford Utilities",1,0.1016
2470,"City of Hartford Utilities",2,0.1016
2510,"Hazel Green Municipal Utility",5,0.116
2510,"Hazel Green Municipal Utility",6,0.116
2510,"Hazel Green Municipal Utility",7,0.116
2510,"Hazel Green Municipal Utility",8,0.116
2510,"Hazel Green Municipal Utility",9,0.116
2510,"Hazel Green Municipal Utility",10,0.116
2510,"Hazel Green Municipal Utility",11,0.116
2510,"Hazel Green Municipal Utility",12,0.116
2510,"Hazel Green Municipal Utility",1,0.116
2510,"Hazel Green Municipal Utility",2,0.116
2510,"Hazel Green Municipal Utility",3,0.116
2510,"Hazel Green Municipal Utility",4,0.116
2650,"Hustisford Utilities",4,0.1214
2650,"Hustisford Utilities",5,0.1214
2650,"Hustisford Utilities",6,0.1214
2650,"Hustisford Utilities",7,0.1214
2650,"Hustisford Utilities",8,0.1214
2650,"Hustisford Utilities",9,0.1214
2650,"Hustisford Utilities",10,0.1214
2650,"Hustisford Utilities",11,0.1214
2650,"Hustisford Utilities",12,0.1214
2650,"Hustisford Utilities",1,0.1214
2650,"Hustisford Utilities",2,0.1214
2650,"Hustisford Utilities",3,0.1214
2750,"Jefferson Water And Electric Department",4,0.0997
2750,"Jefferson Water And Electric Department",5,0.0997
2750,"Jefferson Water And Electric Department",6,0.0997
2750,"Jefferson Water And Electric Department",7,0.0997
2750,"Jefferson Water And Electric Department",8,0.0997
2750,"Jefferson Water And Electric Department",9,0.0997
2750,"Jefferson Water And Electric Department",10,0.0997
2750,"Jefferson Water And Electric Department",11,0.0997
2750,"Jefferson Water And Electric Department",12,0.0997
2750,"Jefferson Water And Electric Department",1,0.0997
2750,"Jefferson Water And Electric Department",2,0.0997
2750,"Jefferson Water And Electric Department",3,0.0997
2790,"Juneau Utility Commission",3,0.102
2790,"Juneau Utility Commission",4,0.102
2790,"Juneau Utility Commission",5,0.102
2790,"Juneau Utility Commission",6,0.102
2790,"Juneau Utility Commission",7,0.102
2790,"Juneau Utility Commission",8,0.102
2790,"Juneau Utility Commission",9,0.102
2790,"Juneau Utility Commission",10,0.102
2790,"Juneau Utility Commission",11,0.102
2790,"Juneau Utility Commission",12,0.102
2790,"Juneau Utility Commission",1,0.102
2790,"Juneau Utility Commission",2,0.102
2800,"Kaukauna Utilities",4,0.0946
2800,"Kaukauna Utilities",5,0.0946
2800,"Kaukauna Utilities",6,0.0946
2800,"Kaukauna Utilities",7,0.0946
2800,"Kaukauna Utilities",8,0.0946
2800,"Kaukauna Utilities",9,0.0946
2800,"Kaukauna Utilities",10,0.0946
2800,"Kaukauna Utilities",11,0.0946
2800,"Kaukauna Utilities",12,0.0946
2800,"Kaukauna Utilities",1,0.0946
2800,"Kaukauna Utilities",2,0.0946
2800,"Kaukauna Utilities",3,0.0946
2850,"City of Kiel Utilities",3,0.0991
2850,"City of Kiel Utilities",4,0.0991
2850,"City of Kiel Utilities",4,0.0991
2850,"City of Kiel Utilities",6,0.0991
2850,"City of Kiel Utilities",7,0.0991
2850,"City of Kiel Utilities",8,0.0991
2850,"City of Kiel Utilities",9,0.0991
2850,"City of Kiel Utilities",10,0.0991
2850,"City of Kiel Utilities",11,0.0991
2850,"City of Kiel Utilities",12,0.0991
2850,"City of Kiel Utilities",1,0.0991
2850,"City of Kiel Utilities",2,0.0991
2950,"La Farge Municipal Electric Utility",4,0.1
2950,"La Farge Municipal Electric Utility",5,0.1
2950,"La Farge Municipal Electric Utility",6,0.1
2950,"La Farge Municipal Electric Utility",7,0.1
2950,"La Farge Municipal Electric Utility",8,0.1
2950,"La Farge Municipal Electric Utility",9,0.1
2950,"La Farge Municipal Electric Utility",10,0.1
2950,"La Farge Municipal Electric Utility",11,0.1
2950,"La Farge Municipal Electric Utility",12,0.1
2950,"La Farge Municipal Electric Utility",1,0.1
2950,"La Farge Municipal Electric Utility",2,0.1
2950,"La Farge Municipal Electric Utility",3,0.1
3000,"Lake Mills Light And Water Department",2,0.1245
3000,"Lake Mills Light And Water Department",3,0.1245
3000,"Lake Mills Light And Water Department",4,0.1245
3000,"Lake Mills Light And Water Department",5,0.1245
3000,"Lake Mills Light And Water Department",6,0.1245
3000,"Lake Mills Light And Water Department",7,0.1245
3000,"Lake Mills Light And Water Department",8,0.1245
3000,"Lake Mills Light And Water Department",9,0.1245
3000,"Lake Mills Light And Water Department",10,0.1245
3000,"Lake Mills Light And Water Department",11,0.1245
3000,"Lake Mills Light And Water Department",12,0.1245
3000,"Lake Mills Light And Water Department",1,0.1245
3160,"Lodi Municipal Light And Water Utility",4,0.114
3160,"Lodi Municipal Light And Water Utility",5,0.114
3160,"Lodi Municipal Light And Water Utility",6,0.114
3160,"Lodi Municipal Light And Water Utility",7,0.114
3160,"Lodi Municipal Light And Water Utility",8,0.114
3160,"Lodi Municipal Light And Water Utility",9,0.114
3160,"Lodi Municipal Light And Water Utility",10,0.114
3160,"Lodi Municipal Light And Water Utility",11,0.114
3160,"Lodi Municipal Light And Water Utility",12,0.114
3160,"Lodi Municipal Light And Water Utility",1,0.114
3160,"Lodi Municipal Light And Water Utility",2,0.114
3160,"Lodi Municipal Light And Water Utility",3,0.114
3270,"Madison Gas And Electric Company",1,0.12733
3270,"Madison Gas And Electric Company",2,0.12733
3270,"Madison Gas And Electric Company",3,0.12733
3270,"Madison Gas And Electric Company",4,0.12733
3270,"Madison Gas And Electric Company",5,0.12733
3270,"Madison Gas And Electric Company",6,0.1385
3270,"Madison Gas And Electric Company",7,0.1385
3270,"Madison Gas And Electric Company",8,0.1385
3270,"Madison Gas And Electric Company",9,0.1385
3270,"Madison Gas And Electric Company",10,0.12733
3270,"Madison Gas And Electric Company",11,0.12733
3270,"Madison Gas And Electric Company",12,0.12733
3320,"Manitowoc Public Utilities",3,0.0815
3320,"Manitowoc Public Utilities",4,0.0815
3320,"Manitowoc Public Utilities",5,0.0815
3320,"Manitowoc Public Utilities",6,0.0815
3320,"Manitowoc Public Utilities",7,0.0815
3320,"Manitowoc Public Utilities",8,0.0815
3320,"Manitowoc Public Utilities",9,0.0815
3320,"Manitowoc Public Utilities",10,0.0815
3320,"Manitowoc Public Utilities",11,0.0815
3320,"Manitowoc Public Utilities",12,0.0815
3320,"Manitowoc Public Utilities",1,0.0815
3320,"Manitowoc Public Utilities",2,0.0815
3420,"Marshfield Utilities",4,0.0785
3420,"Marshfield Utilities",5,0.0785
3420,"Marshfield Utilities",6,0.0785
3420,"Marshfield Utilities",7,0.0785
3420,"Marshfield Utilities",8,0.0785
3420,"Marshfield Utilities",9,0.0785
3420,"Marshfield Utilities",10,0.0785
3420,"Marshfield Utilities",11,0.0785
3420,"Marshfield Utilities",12,0.0785
3420,"Marshfield Utilities",1,0.0785
3420,"Marshfield Utilities",2,0.0785
3420,"Marshfield Utilities",3,0.0785
3470,"Mazomanie Electric Utility",4,0.1083
3470,"Mazomanie Electric Utility",5,0.1083
3470,"Mazomanie Electric Utility",6,0.1083
3470,"Mazomanie Electric Utility",7,0.1083
3470,"Mazomanie Electric Utility",8,0.1083
3470,"Mazomanie Electric Utility",9,0.1083
3470,"Mazomanie Electric Utility",10,0.1083
3470,"Mazomanie Electric Utility",11,0.1083
3470,"Mazomanie Electric Utility",12,0.1083
3470,"Mazomanie Electric Utility",1,0.1083
3470,"Mazomanie Electric Utility",2,0.1083
3470,"Mazomanie Electric Utility",3,0.1083
3510,"Medford Electric Utility",4,0.0465
3510,"Medford Electric Utility",5,0.0465
3510,"Medford Electric Utility",6,0.0465
3510,"Medford Electric Utility",7,0.0465
3510,"Medford Electric Utility",8,0.0465
3510,"Medford Electric Utility",9,0.0465
3510,"Medford Electric Utility",10,0.0465
3510,"Medford Electric Utility",11,0.0465
3510,"Medford Electric Utility",12,0.0465
3510,"Medford Electric Utility",1,0.0465
3510,"Medford Electric Utility",2,0.0465
3510,"Medford Electric Utility",3,0.0465
3560,"Menasha Electric and Water Utilities",4,0.1063
3560,"Menasha Electric and Water Utilities",5,0.1063
3560,"Menasha Electric and Water Utilities",6,0.1063
3560,"Menasha Electric and Water Utilities",7,0.1063
3560,"Menasha Electric and Water Utilities",8,0.1063
3560,"Menasha Electric and Water Utilities",9,0.1063
3560,"Menasha Electric and Water Utilities",10,0.1063
3560,"Menasha Electric and Water Utilities",11,0.1063
3560,"Menasha Electric and Water Utilities",12,0.1063
3560,"Menasha Electric and Water Utilities",1,0.1063
3560,"Menasha Electric and Water Utilities",2,0.1063
3560,"Menasha Electric and Water Utilities",3,0.1063
3620,"Merrillan Municipal Electric and Water Utility",3,0.0733
3620,"Merrillan Municipal Electric and Water Utility",4,0.0733
3620,"Merrillan Municipal Electric and Water Utility",5,0.0733
3620,"Merrillan Municipal Electric and Water Utility",6,0.0733
3620,"Merrillan Municipal Electric and Water Utility",7,0.0733
3620,"Merrillan Municipal Electric and Water Utility",8,0.0733
3620,"Merrillan Municipal Electric and Water Utility",9,0.0733
3620,"Merrillan Municipal Electric and Water Utility",10,0.0733
3620,"Merrillan Municipal Electric and Water Utility",11,0.0733
3620,"Merrillan Municipal Electric and Water Utility",12,0.0733
3620,"Merrillan Municipal Electric and Water Utility",1,0.0733
3620,"Merrillan Municipal Electric and Water Utility",2,0.0733
3930,"Mount Horeb Electric Utility",3,0.0964
3930,"Mount Horeb Electric Utility",4,0.0964
3930,"Mount Horeb Electric Utility",5,0.0964
3930,"Mount Horeb Electric Utility",6,0.0964
3930,"Mount Horeb Electric Utility",7,0.0964
3930,"Mount Horeb Electric Utility",8,0.0964
3930,"Mount Horeb Electric Utility",9,0.0964
3930,"Mount Horeb Electric Utility",10,0.0964
3930,"Mount Horeb Electric Utility",11,0.0964
3930,"Mount Horeb Electric Utility",12,0.0964
3930,"Mount Horeb Electric Utility",1,0.0964
3930,"Mount Horeb Electric Utility",2,0.0964
4000,"Muscoda Light And Water Utility",3,0.1028
4000,"Muscoda Light And Water Utility",4,0.1028
4000,"Muscoda Light And Water Utility",5,0.1028
4000,"Muscoda Light And Water Utility",6,0.1028
4000,"Muscoda Light And Water Utility",7,0.1028
4000,"Muscoda Light And Water Utility",8,0.1028
